fOTU_name,length,nb_contigs,nb_proteins,total_avg_depth,GC,viral_content,percentage_of_viral_contigs,percentage_of_viral_nucleotides,average_bin_p_value,average_hit_p_value,fOTU_composition,plasmid_nucleotide_percentage,chromosome_nucleotide_percentage,unclassified_nucleotide_percentage,plasmid_contig_percentage,chromosome_contig_percentage,unclassified_contig_percentage
cogOTU_1014,114938,14,101,4.560153604729507,0.5520976526475141,Low,0.0,0.0,0.4424136377810888,0.0,bacterial_chromosome,0.1617045711601037,0.6222572169343472,0.21603821190554906,0.21428571428571427,0.5714285714285714,0.2142857142857143
cogOTU_1015,26036,6,26,66.47644292133967,0.4676601628514364,High,0.6666666666666666,0.5126363496696881,0.04057096116735368,0.0061935749064997705,mixed,0.1759870947918267,0.4873636503303119,0.33664925487786146,0.3333333333333333,0.3333333333333333,0.33333333333333337
cogOTU_1016,27763,4,24,55.441509278176,0.5750099052696033,Low,0.0,0.0,0.4895100654862966,0.0,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1017,443379,45,427,32.69374552862484,0.4865904790258448,High,0.6666666666666666,0.7050514345514786,0.0524450661287745,0.022770793051289925,unclassified,0.20511345823776048,0.22463851467931495,0.5702480270829245,0.3555555555555556,0.17777777777777778,0.4666666666666667
cogOTU_1018,149686,36,231,28.069041833438,0.5748967839343693,Very_high,0.7222222222222222,0.8551300722846492,0.03280666982783277,0.010232439395386973,mixed,0.3574816616116404,0.19444036182408508,0.4480779765642746,0.3055555555555556,0.19444444444444445,0.5
cogOTU_1019,69826,21,115,9.588988492477014,0.69585827628677,Low,0.0,0.0,0.2851772315485454,0.0,mixed,0.4203591785294875,0.1727150345143643,0.4069257869561482,0.3809523809523809,0.2380952380952381,0.3809523809523809
cogOTU_102,535740,66,815,13.730582275910333,0.4618116997050809,Very_high,0.8787878787878788,0.8961865830440139,0.019007727090864325,0.011545178354026691,plasmid,0.6573991115093142,0.030705192817411433,0.31189569567327435,0.5757575757575758,0.045454545454545456,0.3787878787878788
cogOTU_1020,166279,16,123,15.732071665595775,0.5618989770205499,Low,0.0,0.0,0.3168097359292981,0.0,unclassified,0.13385334287552847,0.08382898622195226,0.7823176709025192,0.1875,0.3125,0.5
cogOTU_1021,378783,64,562,11.00464965605954,0.6354245042676148,Low,0.015625,0.005124306001061294,0.2677723386095649,0.0404193406943835,mixed,0.3154312627546643,0.27021804040836045,0.4143506968369752,0.328125,0.25,0.421875
cogOTU_1022,450902,27,612,7.1390599361797005,0.6105583918456781,Very_high,0.6666666666666666,0.907254791506802,0.04660738651787663,0.01831174713334272,bacterial_chromosome,0.010352582157541992,0.7482623718679446,0.24138504597451335,0.037037037037037035,0.4814814814814815,0.4814814814814815
cogOTU_1023,1088953,57,1009,69.21254362985272,0.5745665790901904,Low,0.0,0.0,0.6070070747244153,0.0,unclassified,0.15229307417308185,0.32328484333116303,0.5244220824957551,0.2631578947368421,0.3157894736842105,0.42105263157894735
cogOTU_1024,41674,7,48,11.051285091999807,0.4228775735470555,Low,0.0,0.0,0.3648595006766701,0.0,bacterial_chromosome,0.0,0.9494648941786246,0.05053510582137544,0.0,0.8571428571428571,0.1428571428571429
cogOTU_1025,84385,4,89,5.135514553202583,0.4045979735735023,High,0.5,0.5132784262605914,0.048417414504001936,0.032258064516129045,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1026,68534,6,72,11.909602219610706,0.4669215280007004,Very_high,1.0,1.0,0.02118198722612985,0.02118198722612985,unclassified,0.0,0.40733066798961104,0.5926693320103891,0.0,0.16666666666666666,0.8333333333333334
cogOTU_1027,398259,23,504,14.838862996811876,0.3911399365739379,Very_high,0.9565217391304348,0.9730075152099512,0.010614185602814305,0.00762389044307188,unclassified,0.08108793523812394,0.2476955950775752,0.6712164696843009,0.17391304347826084,0.17391304347826084,0.6521739130434783
cogOTU_1028,567965,81,862,12.87029864679373,0.5960138388809169,Medium,0.32098765432098764,0.3560254593152747,0.1706372701151166,0.025925792719219173,plasmid,0.8238042837146655,0.024478621041789547,0.15171709524354493,0.7407407407407407,0.061728395061728385,0.19753086419753085
cogOTU_1029,44122,13,73,12.453575181315445,0.4014097275735463,Medium,0.5384615384615384,0.3520239336385477,0.05035676390945786,0.01758183589643435,mixed,0.4205838357282082,0.2884048773854313,0.2910112868863606,0.3076923076923077,0.38461538461538464,0.3076923076923077
cogOTU_103,495991,54,749,9.308300973706581,0.5343020337062567,Very_high,0.6481481481481481,0.8158192386555401,0.05274376057674965,0.017327283742020267,unclassified,0.13606900125203886,0.3430707412029654,0.5208602575449958,0.25925925925925924,0.2037037037037037,0.5370370370370371
cogOTU_1030,1118782,530,1108,4.570482464015956,0.6042017122191811,Low,0.0,0.0,0.6017247902742009,0.0,mixed,0.25988441001017176,0.2562965796732518,0.4838190103165765,0.26037735849056604,0.2566037735849057,0.4830188679245282
cogOTU_1031,724842,60,916,4.22349777037844,0.5224614467704686,Low,0.0,0.0,0.4977741891881064,0.0,mixed,0.12096153368596192,0.4774337027931605,0.4016047635208777,0.2,0.4833333333333333,0.31666666666666665
cogOTU_1032,40836,18,30,3.442852540777745,0.4154177686355179,Low,0.0,0.0,0.40877483281134186,0.0,bacterial_chromosome,0.07478695268880399,0.5376628465079831,0.3875502008032129,0.1111111111111111,0.4444444444444444,0.4444444444444444
cogOTU_1033,209940,26,374,5.709302613599122,0.3198151852910357,Very_high,0.7692307692307693,0.9242593121844336,0.04548066588233023,0.013982384957877509,bacterial_chromosome,0.05694960464894733,0.7236686672382585,0.21938172811279424,0.19230769230769232,0.4230769230769231,0.3846153846153846
cogOTU_1034,1418677,309,1297,24.021515056262484,0.2547521387884626,Low,0.019417475728155338,0.013584487519005385,0.42167398682577867,0.037179394911786685,bacterial_chromosome,0.08845353804988733,0.5924759476610955,0.3190705142890172,0.15210355987055016,0.4789644012944984,0.3689320388349515
cogOTU_1035,52552,4,81,22.291382050102754,0.4345410260313597,Very_high,1.0,1.0,0.0039413048750909525,0.0039413048750909525,plasmid,0.8431077789617902,0.15689222103820974,0.0,0.75,0.25,0.0
cogOTU_1036,61563477,4184,55517,21.96505659718244,0.4641441548208852,Low,0.08078393881453155,0.027838453633799796,0.2421089348839053,0.02935971016108687,bacterial_chromosome,0.06815261587645545,0.6153359564145475,0.31651142770899704,0.2368546845124283,0.2836998087954111,0.4794455066921606
cogOTU_1037,32942831,6333,29165,14.869629267471133,0.6128673033595686,Low,0.00031580609505763463,0.00017235920009424813,0.7227174464639938,0.0341650058523962,bacterial_chromosome,0.07480322501730348,0.5734382998231087,0.3517584751595879,0.10658455708195168,0.4956576661929576,0.3977577767250908
cogOTU_1038,195703,32,252,13.012423215740178,0.38268703085798383,Low,0.09375,0.09844509281922097,0.11090662876043664,0.0380790686393403,bacterial_chromosome,0.031057265345957905,0.8010148030433871,0.167927931610655,0.09375,0.65625,0.25
cogOTU_1039,303631,35,449,19.771528559422453,0.5897717953700382,Low,0.2,0.148397232166676,0.2235417939016662,0.019628564498804627,mixed,0.21391755123818051,0.4606940661526656,0.3253883826091539,0.3142857142857143,0.37142857142857133,0.3142857142857143
cogOTU_104,20391,2,32,20.764239022912072,0.4654014025795693,Very_high,1.0,1.0,0.00133398011156925,0.00133398011156925,unclassified,0.0,0.0,1.0,0.0,0.0,1.0
cogOTU_1040,255837,26,343,8.169115060885643,0.5385069399656812,Very_high,0.8846153846153846,0.9699965212224972,0.03241841100483515,0.01970932043243564,plasmid,0.6309329768563577,0.1410038422902082,0.228063180853434,0.5,0.19230769230769232,0.3076923076923077
cogOTU_1041,26385,6,39,8.392710187758196,0.6014781125639568,High,0.3333333333333333,0.5340913397763881,0.12913503968434178,0.04014067426631095,bacterial_chromosome,0.08682963805192344,0.5340913397763881,0.3790790221716884,0.16666666666666666,0.3333333333333333,0.5
cogOTU_1042,55182,7,76,16.456780844759155,0.5600195715994347,Very_high,1.0,1.0,0.0328470946952635,0.0328470946952635,plasmid,0.8019462868326628,0.0,0.1980537131673372,0.8571428571428571,0.0,0.1428571428571429
cogOTU_1043,37451,5,52,1.6046586947798458,0.3687751995941361,Very_high,1.0,1.0,0.006063545961678392,0.006063545961678392,unclassified,0.0,0.0,1.0,0.0,0.0,1.0
cogOTU_1044,4613976,959,5915,9.2968388712274,0.4493545263347706,High,0.5464025026068822,0.6223872859330001,0.07195029789238153,0.02164013994155519,mixed,0.1964760978383936,0.3442898272552783,0.4592340749063281,0.26903023983315955,0.2659019812304484,0.4650677789363921
cogOTU_1045,526285,32,661,20.374801775652163,0.5211985901175218,Very_high,0.9375,0.9805447618685692,0.016475067927812056,0.0109165573929655,unclassified,0.1099803338495302,0.22429292113588645,0.6657267450145834,0.4375,0.1875,0.375
cogOTU_1046,113565,26,213,10.463355550888037,0.4893497116188966,Very_high,0.9230769230769232,0.9589838418526836,0.017095632481153682,0.010705796218197776,unclassified,0.3453881037291419,0.02732355919517457,0.6272883370756834,0.38461538461538464,0.038461538461538464,0.5769230769230769
cogOTU_1047,45412,6,61,0.13101075034352153,0.6031445432925219,Medium,0.16666666666666666,0.2772615167797058,0.19257305459851995,0.0361387339316032,plasmid,0.8800977715141373,0.0,0.11990222848586275,0.6666666666666666,0.0,0.33333333333333337
cogOTU_1048,243006,29,422,8.35814167231879,0.567488045562661,Very_high,0.7931034482758621,0.9014592232290558,0.034517342326532835,0.010503357836079398,plasmid,0.7809724862760592,0.0,0.21902751372394105,0.6551724137931034,0.0,0.3448275862068966
cogOTU_1049,47881185,8544,37222,12.332667564442744,0.4413120101350874,Low,0.0065543071161048684,0.004413215754789694,0.4796449357496543,0.031742603202136496,bacterial_chromosome,0.02689578380317864,0.7884997624849928,0.18460445371182865,0.06027621722846443,0.6048689138576779,0.33485486891385763
cogOTU_105,203291,18,298,18.308940247536288,0.4102444279382757,Very_high,0.5,0.8529693887087968,0.14828308527368225,0.015616999487967232,bacterial_chromosome,0.011102311464845959,0.5587064847927355,0.4301912037424185,0.05555555555555555,0.3333333333333333,0.6111111111111112
cogOTU_1050,47218,14,89,28.786012385065018,0.5769409970773858,High,0.42857142857142855,0.5399847515777881,0.08174531114794563,0.03872393985657215,plasmid,0.6153161929772545,0.0,0.3846838070227455,0.7857142857142857,0.0,0.2142857142857143
cogOTU_1051,173814,47,270,20.191439078143304,0.6302541797553706,High,0.5319148936170213,0.6671959681038351,0.08320796904955917,0.022847374087484315,mixed,0.4703936391775116,0.03378323955492653,0.4958231212675619,0.40425531914893614,0.06382978723404255,0.5319148936170213
cogOTU_1052,272432,61,441,101.41521581568979,0.6010380572032654,Very_high,0.9672131147540984,0.9825093968403124,0.018054497220525,0.016201195080475846,plasmid,0.6469871380748223,0.031593204909849064,0.3214196570153286,0.4262295081967213,0.049180327868852465,0.5245901639344263
cogOTU_1053,25864,7,37,3.642626143287968,0.5427621404268481,Very_high,0.8571428571428571,0.9136251159913392,0.031108803143930268,0.019864111633531644,mixed,0.4386792452830189,0.2618311166099598,0.2994896381070213,0.42857142857142855,0.14285714285714285,0.4285714285714286
cogOTU_1054,574378,111,882,50.09121857652625,0.6416697714745341,High,0.5135135135135135,0.6969608863849243,0.07768936507994195,0.02372469321736252,mixed,0.41353951578925374,0.1505297904864044,0.4359306937243419,0.4144144144144144,0.17117117117117114,0.4144144144144144
cogOTU_1055,332505,42,289,41.50288413312282,0.4027548457917928,Very_high,1.0,1.0,0.00461897511021278,0.00461897511021278,unclassified,0.20927504849551132,0.18353708966782453,0.6071878618366642,0.4761904761904762,0.11904761904761905,0.4047619047619048
cogOTU_1056,5745851,1220,5881,11.064081821202151,0.33864104725305266,Low,0.10491803278688523,0.10189961417377512,0.21459989425227385,0.02834368551666492,mixed,0.12583845282448153,0.4932494768834068,0.3809120702921116,0.1778688524590164,0.3901639344262295,0.4319672131147541
cogOTU_1057,7062835,2312,7323,12.095545182202802,0.5156699823795967,Medium,0.24610726643598616,0.2671561773707017,0.14627120573129992,0.02819919171701225,mixed,0.2603579157661194,0.28405321659078825,0.4555888676430924,0.28027681660899656,0.2577854671280277,0.4619377162629758
cogOTU_1058,481503,86,568,12.655796442816555,0.3340041495068566,High,0.6162790697674418,0.7466537072458531,0.05960976287153144,0.018326763821725395,mixed,0.2136497591915315,0.3743216553167893,0.4120285854916792,0.313953488372093,0.19767441860465115,0.4883720930232558
cogOTU_1059,36690,10,46,8.105587762905424,0.42769146906514016,High,0.7,0.7144180975742709,0.04417382589838874,0.018274282907905583,unclassified,0.15862632869991825,0.04717906786590352,0.7941946034341782,0.2,0.1,0.7
cogOTU_106,1741423,121,2077,20.17273581169573,0.3788218026292292,Very_high,0.5950413223140496,0.8766428374955424,0.07626417470042195,0.025524082316372987,bacterial_chromosome,0.1483798020354618,0.6231024857257542,0.22851771223878406,0.2231404958677686,0.35537190082644626,0.4214876033057852
cogOTU_1060,545587,149,816,35.630788224963936,0.604169454184209,Very_high,0.8926174496644296,0.9396539873567368,0.01987198063574757,0.009529951537697916,plasmid,0.7698478886043839,0.009388053600983895,0.22076405779463212,0.7181208053691275,0.020134228187919462,0.2617449664429531
cogOTU_1061,31565,4,53,7.409960639632505,0.4950736575320765,Very_high,1.0,1.0,0.0221857392978716,0.0221857392978716,plasmid,0.5423728813559322,0.0,0.4576271186440678,0.75,0.0,0.25
cogOTU_1062,31265826,6864,32362,9.851137869077872,0.6570895008499055,Low,0.0017482517482517485,0.0015410435662246698,0.8213866394826684,0.033855281284643074,bacterial_chromosome,0.0572213892573956,0.6083865175991192,0.3343920931434852,0.10198135198135197,0.42555361305361306,0.47246503496503495
cogOTU_1063,28997,3,30,297.2603187571128,0.585301927785633,Very_high,1.0,1.0,0.008286846147627123,0.008286846147627123,bacterial_chromosome,0.33872469565817154,0.6612753043418285,0.0,0.3333333333333333,0.6666666666666666,0.0
cogOTU_1064,303289,44,425,15.468609270402156,0.5116604954350472,Low,0.2272727272727273,0.2034791898156544,0.20547770301146384,0.011121625146140715,mixed,0.08867779576575477,0.4789820929872168,0.4323401112470284,0.1590909090909091,0.2727272727272727,0.5681818181818182
cogOTU_1065,39980,2,75,8.613192092046022,0.5594297148574288,Very_high,1.0,1.0,0.028013582342954157,0.028013582342954157,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1066,73441,15,108,13.432416717501125,0.6702931604961807,Low,0.0,0.0,0.4496783864155327,0.0,unclassified,0.37899810732424666,0.030895548807886607,0.5901063438678668,0.3333333333333333,0.06666666666666668,0.6000000000000001
cogOTU_1067,201860,38,321,17.250542625856536,0.5357574556623403,Medium,0.2631578947368421,0.3373625284850887,0.13467427708010504,0.027055542081008962,plasmid,0.7647676607549787,0.0,0.2352323392450213,0.7105263157894737,0.0,0.2894736842105263
cogOTU_1068,46215644,6904,41806,14.842664312506779,0.6440835921273755,Low,0.009269988412514484,0.0062984300294506345,0.5265923488687286,0.03274170259616351,mixed,0.13371965562137358,0.4979355908142274,0.3683447535643991,0.2256662804171495,0.35254924681344146,0.4217844727694091
cogOTU_1069,82821,19,112,4.8154377105806505,0.6918897381098996,Low,0.10526315789473684,0.09576073701114453,0.22712293055697275,0.0349866601988843,unclassified,0.04867123072650656,0.10715881237850304,0.8441699568949904,0.10526315789473684,0.21052631578947367,0.6842105263157895
cogOTU_107,104190,9,166,9.298136751592283,0.4283328534408291,Low,0.0,0.0,0.6132738899738944,0.0,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1070,102531,3,126,80.75938746666667,0.369517511776926,Very_high,1.0,1.0,0.00133398011156925,0.00133398011156925,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1071,42810,2,51,67.2610336222845,0.5416257883672041,Very_high,1.0,1.0,0.035350472956585,0.035350472956585,unclassified,0.4996496145760336,0.0,0.5003503854239664,0.5,0.0,0.5
cogOTU_1072,32568,9,38,109.3067389211496,0.2807663964627858,Very_high,0.6666666666666666,0.7956583149103414,0.08116931830564582,0.021296901416428416,plasmid,0.948415622697126,0.0,0.05158437730287402,0.8888888888888888,0.0,0.11111111111111116
cogOTU_1073,148376,15,172,10.090970679847146,0.7282781581926996,Low,0.0,0.0,0.5126283450561889,0.0,bacterial_chromosome,0.0,0.8376017684800776,0.1623982315199224,0.0,0.8,0.2
cogOTU_1074,424387,111,603,124.51538244524693,0.6114631221031748,Low,0.11711711711711713,0.10467804150457012,0.20259159606086294,0.02435098349766916,plasmid,0.5875132838659054,0.10274584282741933,0.3097408733066753,0.5585585585585585,0.0990990990990991,0.3423423423423424
cogOTU_1075,97690,23,119,25.4117060240864,0.5425017913808987,Very_high,0.9565217391304348,0.9843791585628008,0.010032507389107305,0.0028333522904335,plasmid,0.7422458798239329,0.1287132766915754,0.12904084348449174,0.6521739130434783,0.21739130434782608,0.13043478260869568
cogOTU_1076,98032,12,143,20.324403922904764,0.6615492900277461,Low,0.16666666666666666,0.0942141341602742,0.2601783786601622,0.020788601579672737,unclassified,0.3089501387302105,0.0,0.6910498612697895,0.5,0.0,0.5
cogOTU_1077,194256252,68500,201000,40.59106083928352,0.5203351550301711,Low,0.08106569343065692,0.08609117507322235,0.2511520184475429,0.03004936079030606,mixed,0.21206322872944136,0.3303094203629544,0.4576273509076042,0.220029197080292,0.31256934306569345,0.4674014598540146
cogOTU_1078,23498,12,30,14.792294667988765,0.693846284790195,Low,0.0,0.0,0.256673443084732,0.0,unclassified,0.1823133883734786,0.3034300791556728,0.5142565324708486,0.16666666666666666,0.3333333333333333,0.5
cogOTU_1079,180353,40,258,10.229466141949398,0.3668416937894016,Very_high,0.85,0.9118284697232648,0.025475220716505164,0.013422963366763458,mixed,0.12193309786917875,0.3877562336085344,0.4903106685222869,0.225,0.225,0.55
cogOTU_108,43809,9,60,12.032515177771694,0.4282681640758748,Very_high,1.0,1.0,0.0024283037541549877,0.0024283037541549877,plasmid,0.6471273026090529,0.0,0.3528726973909471,0.4444444444444444,0.0,0.5555555555555556
cogOTU_1080,2954892,735,2738,8.071447016175144,0.3169073522822491,Low,0.024489795918367342,0.016761018676824738,0.4010375967708017,0.03365965503298045,mixed,0.10544310925746186,0.4898591894390726,0.4046977013034656,0.16054421768707486,0.3673469387755102,0.47210884353741495
cogOTU_1081,74892,15,102,5.628095929116593,0.43122095817977896,High,0.6666666666666666,0.6841585216044437,0.02664810604943291,0.005913234217539989,unclassified,0.43186188110879664,0.022031725684986386,0.5461063932062169,0.4,0.06666666666666668,0.5333333333333333
cogOTU_1082,2962958,359,3194,20.101736166974995,0.3288295007894138,Low,0.2116991643454039,0.11868612379925735,0.14348325067692466,0.022581158495456256,bacterial_chromosome,0.04697130367693366,0.765935257941557,0.18709343838150927,0.1309192200557103,0.4818941504178273,0.3871866295264624
cogOTU_1083,39411,4,54,0.9892723333840808,0.5862322701783766,Low,0.0,0.0,0.16835435362600046,0.0,plasmid,0.7198751617568699,0.0,0.2801248382431301,0.5,0.0,0.5
cogOTU_1084,328154,51,492,0.8708116270330395,0.6271598091140136,Very_high,0.5882352941176471,0.8033118596756401,0.06805341707842058,0.016309786530149722,unclassified,0.1767645678553362,0.01615400086544732,0.8070814312792165,0.3137254901960784,0.05882352941176471,0.6274509803921569
cogOTU_1085,31176,8,92,17.910819415704392,0.5194701052091356,Very_high,0.625,0.8120028226841159,0.1028088719845768,0.02139219015280136,plasmid,0.7866948935078265,0.21330510649217346,0.0,0.75,0.25,0.0
cogOTU_1086,69366,11,95,9.20342947236398,0.6408326846005248,Very_high,0.8181818181818182,0.9506386414093358,0.02384998421707485,0.006451194707268997,plasmid,0.8414929504368134,0.025026670126574984,0.13348037943661162,0.5454545454545454,0.09090909090909093,0.3636363636363637
cogOTU_1087,44811306,6795,41829,17.684825229807394,0.4985521287864272,Low,0.004267844002943341,0.002525991989610836,0.6176004847054619,0.03261172317654892,bacterial_chromosome,0.058652809627998785,0.6624512572786877,0.2788959330933135,0.11714495952906548,0.5075791022810889,0.3752759381898455
cogOTU_1088,313687,21,424,14.011813258224606,0.43583572159509293,Very_high,0.8571428571428571,0.9387733632570046,0.016568390302222954,0.00784218611043738,unclassified,0.3356275523053235,0.0,0.6643724476946765,0.42857142857142855,0.0,0.5714285714285714
cogOTU_1089,24571,9,60,5.155551006186155,0.3962394692930689,Low,0.1111111111111111,0.1435025029506329,0.14233814803208522,0.0137036138733932,mixed,0.3916812502543649,0.4922876561800496,0.1160310935655855,0.4444444444444444,0.4444444444444444,0.11111111111111116
cogOTU_109,476419,9,375,152.64839324439413,0.5064260661308637,Low,0.0,0.0,0.06777696930498289,0.0,plasmid,0.9089624889015762,0.0,0.09103751109842384,0.8888888888888888,0.0,0.11111111111111116
cogOTU_1090,33818,7,34,26.59941119285587,0.44979005263469146,Low,0.0,0.0,0.39130638240570026,0.0,bacterial_chromosome,0.16201431190490273,0.8379856880950973,0.0,0.2857142857142857,0.7142857142857143,0.0
cogOTU_1091,457496,14,530,47.39365383361734,0.5777908440729537,Very_high,0.9285714285714286,0.9758358543025512,0.030170472263608344,0.02800425381070544,unclassified,0.09687079231293826,0.0,0.9031292076870616,0.14285714285714285,0.0,0.8571428571428572
cogOTU_1092,96749,8,66,0.9717276626807512,0.6339290328582204,Low,0.0,0.0,0.3078747993122668,0.0,plasmid,0.8087628812700907,0.018604843460914323,0.17263227526899505,0.625,0.125,0.25
cogOTU_1093,247964,40,384,13.467637232360337,0.4397614169798841,Very_high,0.575,0.8332015937797422,0.06643305236655894,0.017172228748858594,bacterial_chromosome,0.060101466341888336,0.7304084463873788,0.20949008727073293,0.125,0.4,0.475
cogOTU_1094,20278,4,31,2.6479605364779566,0.5389584771673736,Very_high,1.0,1.0,0.011581372786805716,0.011581372786805716,mixed,0.3010158792780353,0.3788342045566624,0.3201499161653023,0.25,0.5,0.25
cogOTU_1095,115072,24,155,19.812419741806867,0.4031302141268076,High,0.5,0.57724728865406,0.061359844126947886,0.031955262256995604,unclassified,0.1939655172413793,0.23984983314794214,0.5661846496106785,0.2916666666666667,0.16666666666666666,0.5416666666666666
cogOTU_1096,168306,19,242,75.77312847041695,0.5829619859066225,Very_high,0.8421052631578947,0.9571316530604971,0.020833800886414632,0.007948573200044348,unclassified,0.06672370563140946,0.08987201882285836,0.8434042755457322,0.15789473684210525,0.10526315789473684,0.736842105263158
cogOTU_1097,197132,29,271,0.5086459136466936,0.6015766085668484,Low,0.2413793103448276,0.19434693504859687,0.10346211531191367,0.03292936962033845,plasmid,0.5019732970801289,0.07235760810015625,0.4256690948197147,0.4482758620689655,0.03448275862068965,0.5172413793103448
cogOTU_1098,73266,29,84,293.365709944449,0.4439439849316189,Low,0.06896551724137931,0.05519613463270821,0.1511259410175386,0.0349184836768047,mixed,0.12869543853902218,0.39744219692626864,0.4738623645347092,0.13793103448275862,0.3793103448275862,0.4827586206896553
cogOTU_1099,37731,2,38,0.039917844146722864,0.4937054411491876,Medium,0.5,0.39797513980546506,0.0526922144069852,0.036745088527771,unclassified,0.0,0.0,1.0,0.0,0.0,1.0
